word,pos_tf,bdc,pos_tf_bdc
宽宽,0.95,1,0.95
宽绰,0.95,1,0.95
快意,0.95,1,0.95
快速增长,0.95,1,0.95
快而,0.95,1,0.95
跨跃,0.95,1,0.95
跨过,0.95,1,0.95
夸赞,0.95,1,0.95
夸大其词,0.95,1,0.95
酷夏,0.95,1,0.95
酷热,0.95,1,0.95
酷毙了,0.95,1,0.95
扣子,0.95,1,0.95
口人,0.95,1,0.95
控制技术,0.95,1,0.95
控温,0.95,1,0.95
空转,0.95,1,0.95
空运,0.95,1,0.95
空心,0.95,1,0.95
空气阻力,0.95,1,0.95
空气清新,0.95,1,0.95
空空,0.95,1,0.95
空间数据,0.95,1,0.95
空间感,0.95,1,0.95
客休区,0.95,1,0.95
刻画,0.95,1,0.95
刻度,0.95,1,0.95
刻板,0.95,1,0.95
克服,0.95,1,0.95
可至,0.95,1,0.95
可有,0.95,1,0.95
可要,0.95,1,0.95
可喜可贺,0.95,1,0.95
可喜,0.95,1,0.95
可玩性,0.95,1,0.95
可耻,0.95,1,0.95
可持续性,0.95,1,0.95
壳体,0.95,1,0.95
磕碰,0.95,1,0.95
颗粒物,0.95,1,0.95
科研,0.95,1,0.95
科幻,0.95,1,0.95
靠到,0.95,1,0.95
抗震,0.95,1,0.95
抗腐蚀,0.95,1,0.95
抗冲击,0.95,1,0.95
慷慨大方,0.95,1,0.95
慷慨,0.95,1,0.95
看路,0.95,1,0.95
看得出来,0.95,1,0.95
看得出,0.95,1,0.95
坎爆,0.95,1,0.95
开支,0.95,1,0.95
开越,0.95,1,0.95
开扬,0.95,1,0.95
开销,0.95,1,0.95
开天辟地,0.95,1,0.95
开瓶,0.95,1,0.95
开门红,0.95,1,0.95
开口处,0.95,1,0.95
开开心心,0.95,1,0.95
开合,0.95,1,0.95
开馆,0.95,1,0.95
开创性,0.95,1,0.95
开船,0.95,1,0.95
卡位,0.95,1,0.95
卡丁车,0.95,1,0.95
卡错,0.95,1,0.95
卡槽,0.95,1,0.95
咖啡,0.95,1,0.95
隽永,0.95,1,0.95
峻岭,0.95,1,0.95
峻,0.95,1,0.95
俊俏,0.95,1,0.95
俊良朗,0.95,1,0.95
菌,0.95,1,0.95
君子,0.95,1,0.95
绝配,0.95,1,0.95
绝技,0.95,1,0.95
绝非,0.95,1,0.95
决胜,0.95,1,0.95
决定权,0.95,1,0.95
俱往,0.95,1,0.95
俱佳,0.95,1,0.95
俱,0.95,1,0.95
具有活力,0.95,1,0.95
具强,0.95,1,0.95
具高,0.95,1,0.95
巨重,0.95,1,0.95
巨无霸,0.95,1,0.95
巨能,0.95,1,0.95
巨量,0.95,1,0.95
举例来说,0.95,1,0.95
居住,0.95,1,0.95
居高临下,0.95,1,0.95
就是指,0.95,1,0.95
就近,0.95,1,0.95
就定,0.95,1,0.95
救世主,0.95,1,0.95
久远,0.95,1,0.95
久居,0.95,1,0.95
久经沙场,0.95,1,0.95
久经,0.95,1,0.95
久负盛名,0.95,1,0.95
九变,0.95,1,0.95
镜片,0.95,1,0.95
镜面,0.95,1,0.95
境内,0.95,1,0.95
静展,0.95,1,0.95
静看,0.95,1,0.95
静静的,0.95,1,0.95
敬重,0.95,1,0.95
敬畏,0.95,1,0.95
净深,0.95,1,0.95
警界,0.95,1,0.95
警报灯,0.95,1,0.95
景观,0.95,1,0.95
井然有序,0.95,1,0.95
精微,0.95,1,0.95
精神领袖,0.95,1,0.95
精美绝伦,0.95,1,0.95
精耕细作,0.95,1,0.95
兢兢业业,0.95,1,0.95
晶棱,0.95,1,0.95
晶间腐蚀,0.95,1,0.95
惊喜不已,0.95,1,0.95
惊呼,0.95,1,0.95
菁英,0.95,1,0.95
经济体,0.95,1,0.95
经不住,0.95,1,0.95
京都,0.95,1,0.95
晋升,0.95,1,0.95
劲能,0.95,1,0.95
近似,0.95,1,0.95
进门,0.95,1,0.95
进灰,0.95,1,0.95
进化版,0.95,1,0.95
进攻性,0.95,1,0.95
尽在不言中,0.95,1,0.95
尽心尽力,0.95,1,0.95
尽收,0.95,1,0.95
尽可能减少,0.95,1,0.95
紧贴,0.95,1,0.95
仅用,0.95,1,0.95
仅微,0.95,1,0.95
金翼,0.95,1,0.95
金属外壳,0.95,1,0.95
金仕达,0.95,1,0.95
金钱,0.95,1,0.95
金卡,0.95,1,0.95
金奖,0.95,1,0.95
金光,0.95,1,0.95
金达康,0.95,1,0.95
界级,0.95,1,0.95
解解馋,0.95,1,0.95
解,0.95,1,0.95
结了婚,0.95,1,0.95
节燃动,0.95,1,0.95
节能型,0.95,1,0.95
节能降耗,0.95,1,0.95
街知巷闻,0.95,1,0.95
街坊邻居,0.95,1,0.95
接连不断,0.95,1,0.95
接待客人,0.95,1,0.95
阶梯,0.95,1,0.95
较窄,0.95,1,0.95
较硬,0.95,1,0.95
较小,0.95,1,0.95
较佳,0.95,1,0.95
较暗,0.95,1,0.95
觉察出,0.95,1,0.95
脚踢,0.95,1,0.95
脚底,0.95,1,0.95
脚背,0.95,1,0.95
绞尽脑汁,0.95,1,0.95
焦躁,0.95,1,0.95
交织,0.95,1,0.95
交椅,0.95,1,0.95
交上,0.95,1,0.95
交篇,0.95,1,0.95
交成,0.95,1,0.95
交叉,0.95,1,0.95
降低生产,0.95,1,0.95
降不,0.95,1,0.95
匠艺,0.95,1,0.95
将前,0.95,1,0.95
将后,0.95,1,0.95
江西省,0.95,1,0.95
键入,0.95,1,0.95
渐暗,0.95,1,0.95
建设性,0.95,1,0.95
建功,0.95,1,0.95
建店,0.95,1,0.95
见证者,0.95,1,0.95
简约型,0.95,1,0.95
简图,0.95,1,0.95
简明,0.95,1,0.95
简便,0.95,1,0.95
减缓,0.95,1,0.95
检索,0.95,1,0.95
检核,0.95,1,0.95
监视,0.95,1,0.95
间好,0.95,1,0.95
坚实基础,0.95,1,0.95
尖端技术,0.95,1,0.95
驾御,0.95,1,0.95
驾控性,0.95,1,0.95
驾回来,0.95,1,0.95
驾别,0.95,1,0.95
价约,0.95,1,0.95
价格不菲,0.95,1,0.95
夹起来,0.95,1,0.95
夹层玻璃,0.95,1,0.95
家住,0.95,1,0.95
家喻户晓,0.95,1,0.95
家庭出身,0.95,1,0.95
家庭版,0.95,1,0.95
家访,0.95,1,0.95
佳作,0.95,1,0.95
加长车,0.95,1,0.95
加强型,0.95,1,0.95
加强版,0.95,1,0.95
加量,0.95,1,0.95
加减,0.95,1,0.95
既然如此,0.95,1,0.95
季风,0.95,1,0.95
季度,0.95,1,0.95
技压群雄,0.95,1,0.95
技术性,0.95,1,0.95
技术水准,0.95,1,0.95
技术革新,0.95,1,0.95
技高一筹,0.95,1,0.95
记忆犹新,0.95,1,0.95
挤挤,0.95,1,0.95
几近,0.95,1,0.95
集于,0.95,1,0.95
疾,0.95,1,0.95
即便如此,0.95,1,0.95
极尽,0.95,1,0.95
汲取,0.95,1,0.95
吉川,0.95,1,0.95
吉安,0.95,1,0.95
及外,0.95,1,0.95
积攒,0.95,1,0.95
积雪,0.95,1,0.95
积木,0.95,1,0.95
积极参与,0.95,1,0.95
积淀,0.95,1,0.95
鸡西,0.95,1,0.95
机械性能,0.95,1,0.95
机是,0.95,1,0.95
机能,0.95,1,0.95
击剑队,0.95,1,0.95
击,0.95,1,0.95
获誉,0.95,1,0.95
火车站,0.95,1,0.95
活着,0.95,1,0.95
活性炭,0.95,1,0.95
活塞,0.95,1,0.95
活蹦乱跳,0.95,1,0.95
浑浊,0.95,1,0.95
昏暗,0.95,1,0.95
会场,0.95,1,0.95
汇成,0.95,1,0.95
回退,0.95,1,0.95
回国,0.95,1,0.95
回归自然,0.95,1,0.95
徽章,0.95,1,0.95
麾下,0.95,1,0.95
辉映,0.95,1,0.95
辉彩,0.95,1,0.95
挥发,0.95,1,0.95
灰黑色,0.95,1,0.95
灰黑,0.95,1,0.95
灰白色,0.95,1,0.95
恍惚,0.95,1,0.95
簧,0.95,1,0.95
黄石市,0.95,1,0.95
黄龙,0.95,1,0.95
焕新之作,0.95,1,0.95
焕然,0.95,1,0.95
唤醒,0.95,1,0.95
缓和,0.95,1,0.95
环球,0.95,1,0.95
欢喜,0.95,1,0.95
怀孕,0.95,1,0.95
怀档,0.95,1,0.95
怀抱,0.95,1,0.95
话语权,0.95,1,0.95
化妆,0.95,1,0.95
化整为零,0.95,1,0.95
化身为,0.95,1,0.95
化身,0.95,1,0.95
化名,0.95,1,0.95
滑移,0.95,1,0.95
滑轨,0.95,1,0.95
滑动,0.95,1,0.95
滑擦,0.95,1,0.95
华中,0.95,1,0.95
华美,0.95,1,0.95
华东,0.95,1,0.95
划入,0.95,1,0.95
花样滑冰,0.95,1,0.95
花心思,0.95,1,0.95
护套,0.95,1,0.95
护,0.95,1,0.95
互不,0.95,1,0.95
虎头虎脑,0.95,1,0.95
胡须,0.95,1,0.95
弧线,0.95,1,0.95
呼唤,0.95,1,0.95
候选,0.95,1,0.95
厚积薄发,0.95,1,0.95
后月,0.95,1,0.95
后箱,0.95,1,0.95
后厢,0.95,1,0.95
后配,0.95,1,0.95
后浪,0.95,1,0.95
后来居上,0.95,1,0.95
后感,0.95,1,0.95
后窗玻璃,0.95,1,0.95
后半段,0.95,1,0.95
鸿达,0.95,1,0.95
洪,0.95,1,0.95
红艳艳,0.95,1,0.95
红外,0.95,1,0.95
红烧,0.95,1,0.95
红黑,0.95,1,0.95
红光,0.95,1,0.95
红点,0.95,1,0.95
红带子,0.95,1,0.95
烘托,0.95,1,0.95
轰鸣,0.95,1,0.95
横饰,0.95,1,0.95
横绳,0.95,1,0.95
横贯,0.95,1,0.95
横滨,0.95,1,0.95
恒定,0.95,1,0.95
恨不得,0.95,1,0.95
很直,0.95,1,0.95
很累,0.95,1,0.95
很挤,0.95,1,0.95
很火,0.95,1,0.95
很厚,0.95,1,0.95
很不多,0.95,1,0.95
很扁,0.95,1,0.95
黑色金属,0.95,1,0.95
黑胖,0.95,1,0.95
黑化,0.95,1,0.95
黑海,0.95,1,0.95
黑白照片,0.95,1,0.95
黑暗,0.95,1,0.95
褐,0.95,1,0.95
赫赫有名,0.95,1,0.95
和五辐,0.95,1,0.95
和四驱,0.95,1,0.95
和七速,0.95,1,0.95
何等,0.95,1,0.95
何车,0.95,1,0.95
何尝,0.95,1,0.95
何必,0.95,1,0.95
合影留念,0.95,1,0.95
合禧,0.95,1,0.95
合理布局,0.95,1,0.95
合口味,0.95,1,0.95
合伙人,0.95,1,0.95
耗资,0.95,1,0.95
耗电量,0.95,1,0.95
号订,0.95,1,0.95
好意,0.95,1,0.95
好养,0.95,1,0.95
好酷,0.95,1,0.95
好家伙,0.95,1,0.95
好家,0.95,1,0.95
好话,0.95,1,0.95
好的开始,0.95,1,0.95
好帮手,0.95,1,0.95
好伴侣,0.95,1,0.95
壕,0.95,1,0.95
豪强,0.95,1,0.95
豪气,0.95,1,0.95
毫无道理,0.95,1,0.95
毫发,0.95,1,0.95
毫不掩饰,0.95,1,0.95
毫不含糊,0.95,1,0.95
行旅,0.95,1,0.95
行经,0.95,1,0.95
行进,0.95,1,0.95
行馆,0.95,1,0.95
瀚德,0.95,1,0.95
焊缝,0.95,1,0.95
罕有,0.95,1,0.95
罕,0.95,1,0.95
含蓄,0.95,1,0.95
含量,0.95,1,0.95
酣畅淋漓,0.95,1,0.95
海豚,0.95,1,0.95
海涵,0.95,1,0.95
还长,0.95,1,0.95
哈喇子,0.95,1,0.95
过速,0.95,1,0.95
过目不忘,0.95,1,0.95
过队,0.95,1,0.95
过不去,0.95,1,0.95
国家专利,0.95,1,0.95
国际标准,0.95,1,0.95
国际奥委会,0.95,1,0.95
国产化率,0.95,1,0.95
规程,0.95,1,0.95
归于,0.95,1,0.95
归入,0.95,1,0.95
归结,0.95,1,0.95
广为,0.95,1,0.95
广发,0.95,1,0.95
光泽,0.95,1,0.95
光晕,0.95,1,0.95
光与影,0.95,1,0.95
光于,0.95,1,0.95
光型,0.95,1,0.95
光束,0.95,1,0.95
光圈,0.95,1,0.95
光光,0.95,1,0.95
光大,0.95,1,0.95
惯用,0.95,1,0.95
冠亚军,0.95,1,0.95
冠王,0.95,1,0.95
管中窥豹,0.95,1,0.95
管理器,0.95,1,0.95
观赏性,0.95,1,0.95
观光,0.95,1,0.95
观测,0.95,1,0.95
关注点,0.95,1,0.95
关键在于,0.95,1,0.95
关键所在,0.95,1,0.95
关键部位,0.95,1,0.95
关乎,0.95,1,0.95
拐角,0.95,1,0.95
挂进,0.95,1,0.95
挂不上,0.95,1,0.95
顾雯雯,0.95,1,0.95
鼓鼓,0.95,1,0.95
孤军奋战,0.95,1,0.95
估算,0.95,1,0.95
估摸,0.95,1,0.95
估,0.95,1,0.95
够意思,0.95,1,0.95
够快,0.95,1,0.95
购车人,0.95,1,0.95
构筑,0.95,1,0.95
狗男女,0.95,1,0.95
沟坎,0.95,1,0.95
沟沟坎坎,0.95,1,0.95
勾魂,0.95,1,0.95
勾当,0.95,1,0.95
供电,0.95,1,0.95
贡献者,0.95,1,0.95
共同努力,0.95,1,0.95
拱桥,0.95,1,0.95
恭喜,0.95,1,0.95
攻占,0.95,1,0.95
攻防兼备,0.95,1,0.95
功能齐全,0.95,1,0.95
功率密度,0.95,1,0.95
公司业绩,0.95,1,0.95
公路赛,0.95,1,0.95
工作效率,0.95,1,0.95
工作频率,0.95,1,0.95
工艺流程,0.95,1,0.95
工件,0.95,1,0.95
工夫,0.95,1,0.95
工程技术,0.95,1,0.95
更优,0.95,1,0.95
更稳,0.95,1,0.95
更是如此,0.95,1,0.95
更上一层楼,0.95,1,0.95
跟法,0.95,1,0.95
根源,0.95,1,0.95
给足,0.95,1,0.95
给定,0.95,1,0.95
各有所长,0.95,1,0.95
各有所好,0.95,1,0.95
各人,0.95,1,0.95
各轮,0.95,1,0.95
各个环节,0.95,1,0.95
个音,0.95,1,0.95
个团,0.95,1,0.95
个人空间,0.95,1,0.95
隔断,0.95,1,0.95
格力电器,0.95,1,0.95
格力,0.95,1,0.95
格里,0.95,1,0.95
高转,0.95,1,0.95
高涨,0.95,1,0.95
高圆圆,0.95,1,0.95
高压电,0.95,1,0.95
高新区,0.95,1,0.95
高速运行,0.95,1,0.95
高速性,0.95,1,0.95
高密市,0.95,1,0.95
高灵敏,0.95,1,0.95
高丽,0.95,1,0.95
高科技产品,0.95,1,0.95
高居,0.95,1,0.95
高架,0.95,1,0.95
高技术,0.95,1,0.95
高附加值,0.95,1,0.95
高尔夫球,0.95,1,0.95
高度重视,0.95,1,0.95
高度赞扬,0.95,1,0.95
高地,0.95,1,0.95
高大威武,0.95,1,0.95
高达力,0.95,1,0.95
高处,0.95,1,0.95
杠五,0.95,1,0.95
缸数,0.95,1,0.95
钢度,0.95,1,0.95
刚下,0.95,1,0.95
赣,0.95,1,0.95
干预,0.95,1,0.95
干涩,0.95,1,0.95
感应器,0.95,1,0.95
感同身受,0.95,1,0.95
感让,0.95,1,0.95
感去,0.95,1,0.95
感情,0.95,1,0.95
敢于,0.95,1,0.95
敢为人先,0.95,1,0.95
赶时髦,0.95,1,0.95
杆杠,0.95,1,0.95
改写,0.95,1,0.95
改头,0.95,1,0.95
该用,0.95,1,0.95
旮旯,0.95,1,0.95
富余,0.95,1,0.95
富士,0.95,1,0.95
富富有余,0.95,1,0.95
复苏,0.95,1,0.95
负担得起,0.95,1,0.95
付清,0.95,1,0.95
父老,0.95,1,0.95
腐蚀,0.95,1,0.95
俯视,0.95,1,0.95
辐,0.95,1,0.95
符合国情,0.95,1,0.95
浮动,0.95,1,0.95
服字,0.95,1,0.95
服务,19.04,0.05,0.95
服饰,0.95,1,0.95
拂去,0.95,1,0.95
伏天,0.95,1,0.95
弗拉,0.95,1,0.95
否掉,0.95,1,0.95
奉为,0.95,1,0.95
蜂鸣,0.95,1,0.95
锋利,0.95,1,0.95
疯子,0.95,1,0.95
风姿,0.95,1,0.95
风躁,0.95,1,0.95
风燥胎,0.95,1,0.95
风味,0.95,1,0.95
风流人物,0.95,1,0.95
风火轮,0.95,1,0.95
风刀,0.95,1,0.95
风驰电掣,0.95,1,0.95
丰富性,0.95,1,0.95
奋斗史,0.95,1,0.95
份提,0.95,1,0.95
分站赛,0.95,1,0.95
分析师,0.95,1,0.95
分数,0.95,1,0.95
分散,0.95,1,0.95
分离,0.95,1,0.95
分界,0.95,1,0.95
分获,0.95,1,0.95
分工,0.95,1,0.95
分割线,0.95,1,0.95
费者,0.95,1,0.95
费心,0.95,1,0.95
费时,0.95,1,0.95
费劲儿,0.95,1,0.95
肥肥的,0.95,1,0.95
非正常,0.95,1,0.95
非常少,0.95,1,0.95
飞去,0.95,1,0.95
飞街,0.95,1,0.95
放着,0.95,1,0.95
放随,0.95,1,0.95
放暑假,0.95,1,0.95
仿木,0.95,1,0.95
房间,0.95,1,0.95
防锈,0.95,1,0.95
防线,0.95,1,0.95
防卫,0.95,1,0.95
防水,0.95,1,0.95
防石,0.95,1,0.95
防护系统,0.95,1,0.95
防尘,0.95,1,0.95
防爆膜,0.95,1,0.95
芳泽,0.95,1,0.95
方向感,0.95,1,0.95
方头,0.95,1,0.95
方口,0.95,1,0.95
方方面面,0.95,1,0.95
范冰冰,0.95,1,0.95
饭量,0.95,1,0.95
反其道而行之,0.95,1,0.95
反厂,0.95,1,0.95
反比,0.95,1,0.95
烦躁,0.95,1,0.95
烦请,0.95,1,0.95
翻身,0.95,1,0.95
翻山越岭,0.95,1,0.95
翻过来,0.95,1,0.95
翻过,0.95,1,0.95
法眼,0.95,1,0.95
法兰西,0.95,1,0.95
发扬光大,0.95,1,0.95
发图,0.95,1,0.95
发送机,0.95,1,0.95
发涩,0.95,1,0.95
发飘,0.95,1,0.95
发亮,0.95,1,0.95
发挥作用,0.95,1,0.95
发沉,0.95,1,0.95
尔巴,0.95,1,0.95
峨山,0.95,1,0.95
躲过一劫,0.95,1,0.95
躲避,0.95,1,0.95
多用户,0.95,1,0.95
多级,0.95,1,0.95
多功能性,0.95,1,0.95
多变性,0.95,1,0.95
断货,0.95,1,0.95
短小精悍,0.95,1,0.95
短尾,0.95,1,0.95
短途旅行,0.95,1,0.95
短程,0.95,1,0.95
端口,0.95,1,0.95
渡客,0.95,1,0.95
度外,0.95,1,0.95
度过,0.95,1,0.95
杜绝,0.95,1,0.95
读心术,0.95,1,0.95
读出,0.95,1,0.95
独占鳌头,0.95,1,0.95
独占,0.95,1,0.95
独树一帜,0.95,1,0.95
独领风骚,0.95,1,0.95
独具匠心,0.95,1,0.95
独到之处,0.95,1,0.95
独白,0.95,1,0.95
斗士,0.95,1,0.95
斗不过,0.95,1,0.95
抖擞,0.95,1,0.95
兜兜,0.95,1,0.95
冻人,0.95,1,0.95
动则,0.95,1,0.95
动态平衡,0.95,1,0.95
动若脱兔,0.95,1,0.95
动控,0.95,1,0.95
动工,0.95,1,0.95
东风标志,0.95,1,0.95
东安,0.95,1,0.95
丢掉,0.95,1,0.95
订下,0.95,1,0.95
鼎立,0.95,1,0.95
顶上去,0.95,1,0.95
顶多,0.95,1,0.95
顶端,0.95,1,0.95
叮咛,0.95,1,0.95
掉以轻心,0.95,1,0.95
钓友,0.95,1,0.95
钓箱,0.95,1,0.95
钓具,0.95,1,0.95
吊架,0.95,1,0.95
电子线路,0.95,1,0.95
电子化,0.95,1,0.95
电折,0.95,1,0.95
电源接口,0.95,1,0.95
电液,0.95,1,0.95
电视转播,0.95,1,0.95
电视信号,0.95,1,0.95
电器设备,0.95,1,0.95
电光,0.95,1,0.95
点状,0.95,1,0.95
点赞,0.95,1,0.95
点名,0.95,1,0.95
点睛之笔,0.95,1,0.95
点睛,0.95,1,0.95
点动,0.95,1,0.95
点滴,0.95,1,0.95
点刹,0.95,1,0.95
巅,0.95,1,0.95
第三季度,0.95,1,0.95
递进,0.95,1,0.95
地向,0.95,1,0.95
地摊,0.95,1,0.95
地台,0.95,1,0.95
地力,0.95,1,0.95
地库,0.95,1,0.95
地感,0.95,1,0.95
地标,0.95,1,0.95
底点,0.95,1,0.95
底灯,0.95,1,0.95
抵达,0.95,1,0.95
敌手,0.95,1,0.95
迪安,0.95,1,0.95
滴血,0.95,1,0.95
滴水穿石,0.95,1,0.95
低阻,0.95,1,0.95
低噪音,0.95,1,0.95
低噪声,0.95,1,0.95
低能耗,0.95,1,0.95
低风,0.95,1,0.95
等奖项,0.95,1,0.95
等会儿,0.95,1,0.95
灯源,0.95,1,0.95
灯箱,0.95,1,0.95
灯饰,0.95,1,0.95
灯具,0.95,1,0.95
灯带,0.95,1,0.95
的往,0.95,1,0.95
的狠,0.95,1,0.95
的常,0.95,1,0.95
得装,0.95,1,0.95
得确,0.95,1,0.95
得亏,0.95,1,0.95
道别,0.95,1,0.95
到哪去,0.95,1,0.95
捯,0.95,1,0.95
倒好,0.95,1,0.95
导流,0.95,1,0.95
挡为,0.95,1,0.95
挡球,0.95,1,0.95
当仁不让,0.95,1,0.95
当当,0.95,1,0.95
当床,0.95,1,0.95
当兵,0.95,1,0.95
弹性,0.95,1,0.95
但一,0.95,1,0.95
但他却,0.95,1,0.95
但说,0.95,1,0.95
但光,0.95,1,0.95
耽误时间,0.95,1,0.95
单腿,0.95,1,0.95
单论,0.95,1,0.95
单辐式,0.95,1,0.95
单反,0.95,1,0.95
单店,0.95,1,0.95
单出,0.95,1,0.95
丹丹,0.95,1,0.95
带往,0.95,1,0.95
带式,0.95,1,0.95
带入,0.95,1,0.95
大洲,0.95,1,0.95
大中华,0.95,1,0.95
大中,0.95,1,0.95
大院,0.95,1,0.95
大用处,0.95,1,0.95
大勇,0.95,1,0.95
大些,0.95,1,0.95
大象,0.95,1,0.95
大容量,0.95,1,0.95
大热天,0.95,1,0.95
大片,0.95,1,0.95
大理,0.95,1,0.95
大类,0.95,1,0.95
大老婆,0.95,1,0.95
大浪淘沙,0.95,1,0.95
大奖赛,0.95,1,0.95
大功率,0.95,1,0.95
大幅度提高,0.95,1,0.95
大刀阔斧,0.95,1,0.95
大当家,0.95,1,0.95
大大降低,0.95,1,0.95
大大减少,0.95,1,0.95
大城市,0.95,1,0.95
大步,0.95,1,0.95
打平,0.95,1,0.95
打交道,0.95,1,0.95
打基础,0.95,1,0.95
打广告,0.95,1,0.95
打个比方,0.95,1,0.95
打成平手,0.95,1,0.95
打,22.85,0.04,0.95
搭车,0.95,1,0.95
错位,0.95,1,0.95
错峰,0.95,1,0.95
矬,0.95,1,0.95
撮,0.95,1,0.95
存有,0.95,1,0.95
存放,0.95,1,0.95
簇拥,0.95,1,0.95
粗略,0.95,1,0.95
粗粮,0.95,1,0.95
从中,0.95,1,0.95
从头至尾,0.95,1,0.95
从容应对,0.95,1,0.95
从仅,0.95,1,0.95
从根本上,0.95,1,0.95
从刚,0.95,1,0.95
从到,0.95,1,0.95
次胎,0.95,1,0.95
此消彼长,0.95,1,0.95
此生,0.95,1,0.95
此话,0.95,1,0.95
蠢笨,0.95,1,0.95
纯碎,0.95,1,0.95
春夏秋冬,0.95,1,0.95
春秋战国,0.95,1,0.95
春季,0.95,1,0.95
吹嘘,0.95,1,0.95
吹出来,0.95,1,0.95
创新能力,0.95,1,0.95
创史,0.95,1,0.95
创如,0.95,1,0.95
闯动,0.95,1,0.95
床垫,0.95,1,0.95
床,0.95,1,0.95
窗机,0.95,1,0.95
传统式,0.95,1,0.95
传入,0.95,1,0.95
传给,0.95,1,0.95
传道,0.95,1,0.95
揣着,0.95,1,0.95
处事,0.95,1,0.95
处世,0.95,1,0.95
楚楚动人,0.95,1,0.95
储物盒,0.95,1,0.95
储物柜,0.95,1,0.95
初学,0.95,1,0.95
初始,0.95,1,0.95
初识,0.95,1,0.95
初便,0.95,1,0.95
出征,0.95,1,0.95
出现意外,0.95,1,0.95
出味来,0.95,1,0.95
出位,0.95,1,0.95
出式,0.95,1,0.95
出神入化,0.95,1,0.95
出色完成,0.95,1,0.95
出人意料,0.95,1,0.95
出卖,0.95,1,0.95
出力,0.95,1,0.95
出类拔萃,0.95,1,0.95
出库,0.95,1,0.95
出尽,0.95,1,0.95
出撼,0.95,1,0.95
臭美,0.95,1,0.95
抽象,0.95,1,0.95
宠幸,0.95,1,0.95
充满活力,0.95,1,0.95
充分证明,0.95,1,0.95
充分运用,0.95,1,0.95
充分利用,0.95,1,0.95
充分发挥,0.95,1,0.95
充当,0.95,1,0.95
冲劲十足,0.95,1,0.95
冲劲儿,0.95,1,0.95
冲劲,0.95,1,0.95
冲出去,0.95,1,0.95
饬,0.95,1,0.95
持之以恒,0.95,1,0.95
持下,0.95,1,0.95
痴人说梦,0.95,1,0.95
吃得开,0.95,1,0.95
程咬金,0.95,1,0.95
程度较高,0.95,1,0.95
城郊,0.95,1,0.95
成长期,0.95,1,0.95
成全,0.95,1,0.95
成年,0.95,1,0.95
成名作,0.95,1,0.95
成功率,0.95,1,0.95
成单,0.95,1,0.95
成纯,0.95,1,0.95
撑杆,0.95,1,0.95
衬托出,0.95,1,0.95
尘埃落定,0.95,1,0.95
彻头彻尾,0.95,1,0.95
车站,0.95,1,0.95
车造,0.95,1,0.95
车载式,0.95,1,0.95
车影,0.95,1,0.95
车线,0.95,1,0.95
车尾灯,0.95,1,0.95
车头灯,0.95,1,0.95
车所,0.95,1,0.95
车说,0.95,1,0.95
车锐,0.95,1,0.95
车距,0.95,1,0.95
车高,0.95,1,0.95
车储,0.95,1,0.95
车程,0.95,1,0.95
车产,0.95,1,0.95
车侧,0.95,1,0.95
潮爸,0.95,1,0.95
朝思暮想,0.95,1,0.95
朝气,0.95,1,0.95
超赞,0.95,1,0.95
超越自我,0.95,1,0.95
超选,0.95,1,0.95
超像,0.95,1,0.95
超完,0.95,1,0.95
超群,0.95,1,0.95
超起,0.95,1,0.95
超控,0.95,1,0.95
超静,0.95,1,0.95
超劲,0.95,1,0.95
超额完成,0.95,1,0.95
倡导,0.95,1,0.95
场所,0.95,1,0.95
厂区,0.95,1,0.95
常有,0.95,1,0.95
常胜将军,0.95,1,0.95
产品组合,0.95,1,0.95
产品升级,0.95,1,0.95
产经,0.95,1,0.95
蝉联冠军,0.95,1,0.95
插座,0.95,1,0.95
测量,0.95,1,0.95
侧重,0.95,1,0.95
侧裙,0.95,1,0.95
侧后,0.95,1,0.95
侧边,0.95,1,0.95
艹,0.95,1,0.95
嘈杂,0.95,1,0.95
操作者,0.95,1,0.95
操纵性,0.95,1,0.95
藏品,0.95,1,0.95
燦,0.95,1,0.95
部队,0.95,1,0.95
不锈,0.95,1,0.95
不朽,0.95,1,0.95
不显,0.95,1,0.95
不惜成本,0.95,1,0.95
不惜,0.95,1,0.95
不往,0.95,1,0.95
不太可能,0.95,1,0.95
不算什么,0.95,1,0.95
不输给,0.95,1,0.95
不似,0.95,1,0.95
不群,0.95,1,0.95
不缺,0.95,1,0.95
不穷,0.95,1,0.95
不亲,0.95,1,0.95
不弃,0.95,1,0.95
不谋,0.95,1,0.95
不莽,0.95,1,0.95
不落俗套,0.95,1,0.95
不落窠臼,0.95,1,0.95
不了了之,0.95,1,0.95
不愧为,0.95,1,0.95
不可磨灭,0.95,1,0.95
不见踪影,0.95,1,0.95
不计成本,0.95,1,0.95
不羁,0.95,1,0.95
不合,0.95,1,0.95
不过如此,0.95,1,0.95
不够看,0.95,1,0.95
不改,0.95,1,0.95
不分胜负,0.95,1,0.95
不放过,0.95,1,0.95
不多见,0.95,1,0.95
不断完善,0.95,1,0.95
不堵车,0.95,1,0.95
不但如此,0.95,1,0.95
不吃,0.95,1,0.95
不查,0.95,1,0.95
不曾,0.95,1,0.95
捕捉,0.95,1,0.95
补助,0.95,1,0.95
补光,0.95,1,0.95
博得,0.95,1,0.95
铂金版,0.95,1,0.95
泊入,0.95,1,0.95
泊,0.95,1,0.95
伯仲之间,0.95,1,0.95
播放器,0.95,1,0.95
菠萝,0.95,1,0.95
