word	pos_tf	neg_tf	idf	bdc	pos_tf_idf	neg_tf_idf	pos_tf_bdc	neg_tf_bdc
增长	88.55	24.94	2.23	0.32	197.54	55.63	28.10	7.91
邬家	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
挂式	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
不上	0.00	4.16	3.84	0.57	0.00	15.96	0.00	2.38
不锈钢	1.90	0.00	4.32	1.00	8.22	0.00	1.90	0.00
常态	0.95	0.00	3.72	0.37	3.54	0.00	0.35	0.00
车难	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
exige	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
违章	0.00	0.00	3.54	1.00	0.00	0.00	0.00	0.00
绿灯	1.90	4.16	3.72	0.22	7.07	15.44	0.41	0.90
车是	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
字辈	0.00	0.00	3.84	1.00	0.00	0.00	0.00	0.00
深刻	10.47	0.00	3.14	0.68	32.90	0.00	7.17	0.00
妹妹	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
欢喜	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
父爱	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
刀切	0.95	4.16	4.02	0.50	3.82	16.69	0.47	2.06
连贯性	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
坯子	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
周先生	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
小班	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
累计	29.52	12.47	2.65	0.26	78.35	33.10	7.75	3.27
撞击声	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
z3	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
付款	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
登台	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
遵义	0.00	0.00	3.84	1.00	0.00	0.00	0.00	0.00
周二	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
凌特	1.90	0.00	4.02	0.62	7.65	0.00	1.19	0.00
精彩内容	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
笔记本电脑	1.90	0.00	3.84	0.62	7.31	0.00	1.19	0.00
四川	0.00	0.00	3.54	1.00	0.00	0.00	0.00	0.00
上学	0.00	0.00	3.72	1.00	0.00	0.00	0.00	0.00
希尔顿酒店	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
碉堡	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
上阿	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
押宝	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
知识产权	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
兼容性	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
呸	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
SportCoupe	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
账号	0.00	0.00	3.84	1.00	0.00	0.00	0.00	0.00
脱颖而出	4.76	0.00	3.62	1.00	17.23	0.00	4.76	0.00
看来	15.24	12.47	2.83	0.11	43.05	35.23	1.64	1.34
较量	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
转换	0.00	8.31	3.72	0.71	0.00	30.88	0.00	5.88
静止	0.95	4.16	3.84	0.29	3.66	15.96	0.28	1.20
则	54.28	29.10	2.11	0.07	114.68	61.48	3.79	2.03
甚或	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
绑架	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
paraburdoo	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
毛主席	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
ev	0.95	0.00	3.54	0.42	3.37	0.00	0.40	0.00
陆陆续续	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
逼迫	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
完车	1.90	4.16	3.72	0.22	7.07	15.44	0.41	0.90
简洁	30.47	8.31	2.66	0.33	81.17	22.14	10.18	2.78
奖杯	0.00	0.00	3.84	1.00	0.00	0.00	0.00	0.00
增设	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
现阶段	0.95	0.00	3.84	0.39	3.66	0.00	0.37	0.00
必败	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
开封	0.95	0.00	4.02	0.39	3.82	0.00	0.37	0.00
机是	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
推中	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
接管	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
收来	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
未知	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
不好玩	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
看到	68.56	37.41	2.06	0.08	141.35	77.13	5.22	2.85
直击	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
论坛	10.47	33.25	2.48	0.05	26.02	82.62	0.49	1.56
貸款	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
刷足	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
堂弟	0.95	0.00	3.84	0.39	3.66	0.00	0.37	0.00
罕有	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
现价	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
近年来	2.86	4.16	3.20	0.00	9.15	13.31	0.00	0.00
江苏	0.95	4.16	3.28	0.11	3.12	13.62	0.10	0.44
出色	46.66	4.16	2.48	0.49	115.92	10.33	22.97	2.05
不温不火	0.95	4.16	3.62	0.14	3.45	15.04	0.14	0.59
湖水	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
本届	0.00	0.00	3.04	1.00	0.00	0.00	0.00	0.00
六代	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
誉为	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
摆过	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
俄亥俄州	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
话题	1.90	0.00	3.41	0.37	6.50	0.00	0.71	0.00
御品	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
填平	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
目的地	0.95	0.00	3.72	0.37	3.54	0.00	0.35	0.00
极高	3.81	0.00	3.62	0.75	13.78	0.00	2.86	0.00
立马	3.81	4.16	3.14	0.00	11.96	13.06	0.02	0.02
本月	3.81	8.31	3.11	0.03	11.86	25.88	0.12	0.26
说好	0.95	4.16	3.54	0.09	3.37	14.71	0.09	0.39
面子	11.43	0.00	3.02	0.56	34.46	0.00	6.45	0.00
观镇	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
空中	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
玛	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
穿梭	3.81	0.00	3.41	0.48	13.00	0.00	1.85	0.00
反正	19.04	16.63	2.76	0.12	52.58	45.90	2.35	2.05
交通事故	0.95	4.16	3.54	0.11	3.37	14.71	0.11	0.46
天使	0.95	0.00	3.36	0.51	3.20	0.00	0.49	0.00
没羞没臊	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
celerio	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
最苦	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
脉	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
槑	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
数据	34.28	16.63	2.39	0.10	82.02	39.78	3.43	1.66
热切	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
揪心	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
新世界	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
🚗	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
青藏	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
美迪	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
三亚	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
修行	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
狂野	2.86	0.00	3.62	0.56	10.34	0.00	1.61	0.00
脸下	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
吃苦耐劳	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
红脸	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
mr	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
高校	0.00	0.00	3.84	1.00	0.00	0.00	0.00	0.00
智能卡	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
基本	36.18	33.25	2.25	0.02	81.51	74.90	0.73	0.67
疯子	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
CV	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
鹰	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
龙骏	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
涨幅	3.81	0.00	3.72	1.00	14.15	0.00	3.81	0.00
乐歌	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
翻译	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
低分	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
勤奋	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
苍南	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
市民	1.90	0.00	3.54	0.39	6.74	0.00	0.73	0.00
静音	6.67	4.16	3.28	0.21	21.83	13.62	1.40	0.88
Car	0.95	0.00	3.62	0.38	3.45	0.00	0.36	0.00
tier1	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
战队	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
手脚	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
不到	11.43	78.97	2.49	0.26	28.46	196.72	2.94	20.29
略见一斑	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
呆板	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
前世	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
宁可	0.95	0.00	3.84	0.39	3.66	0.00	0.37	0.00
混进	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
经济实用	2.86	4.16	3.62	0.21	10.34	15.04	0.61	0.89
大赛	0.00	0.00	3.54	1.00	0.00	0.00	0.00	0.00
车程	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
游标卡尺	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
顺利完成	0.95	0.00	3.72	0.37	3.54	0.00	0.35	0.00
涨	5.71	0.00	3.32	0.56	18.95	0.00	3.23	0.00
长安城	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
趁	0.95	0.00	3.72	0.37	3.54	0.00	0.35	0.00
夕会	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
齐发	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
硅	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
小编	0.95	4.16	3.36	0.08	3.20	13.98	0.08	0.34
游及	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
足球赛	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
恭敬	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
市场份额	0.95	12.47	3.20	0.29	3.05	39.94	0.27	3.60
馒头	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
宝钢	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
美孚	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
数不剩数	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
惨淡	0.00	8.31	4.02	1.00	0.00	33.39	0.00	8.31
输入	1.90	0.00	3.84	0.48	7.31	0.00	0.92	0.00
嘉汇	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
食物	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
带进	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
小宝	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
“	303.75	195.35	1.34	0.04	408.51	262.73	12.78	8.22
息息相关	1.90	0.00	4.02	1.00	7.65	0.00	1.90	0.00
好评	12.38	0.00	3.11	0.76	38.53	0.00	9.44	0.00
福地	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
流水	0.95	4.16	3.62	0.14	3.45	15.04	0.14	0.59
星期	0.95	8.31	3.41	0.26	3.25	28.38	0.25	2.17
空气阻力	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
系列化	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
仔仔细细	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
瑟夫	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
电议	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
DC7165DTAA	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
crv	0.00	4.16	3.54	0.41	0.00	14.71	0.00	1.70
待	0.95	0.00	3.62	0.38	3.45	0.00	0.36	0.00
交口	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
暴晒	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
润滑	0.95	4.16	3.84	0.29	3.66	15.96	0.28	1.20
勺油	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
献礼	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
路噪和风噪	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
物美价廉	1.90	0.00	3.84	0.62	7.31	0.00	1.19	0.00
用具	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
所遇	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
金融危机	0.00	4.16	4.02	0.71	0.00	16.69	0.00	2.94
湿漉漉	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
放	29.52	33.25	2.52	0.06	74.32	83.72	1.92	2.16
印象	20.95	4.16	2.70	0.27	56.65	11.24	5.60	1.11
毫不掩饰	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
字迹	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
调整	24.76	8.31	2.52	0.14	62.33	20.93	3.48	1.17
超人	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
侵权	0.00	0.00	3.84	1.00	0.00	0.00	0.00	0.00
部长	1.90	0.00	3.36	0.37	6.40	0.00	0.71	0.00
旗云	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
VW	1.90	0.00	4.02	1.00	7.65	0.00	1.90	0.00
老表	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
原则	3.81	0.00	3.20	0.38	12.20	0.00	1.44	0.00
可行性	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
趴窝	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
v7	0.95	0.00	3.84	0.39	3.66	0.00	0.37	0.00
wechat	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
techesrul	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
斯拉夫	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
坦途	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
傲闯	0.95	0.00	3.84	0.39	3.66	0.00	0.37	0.00
汽压	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
严刚	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
没现	0.00	0.00	3.84	1.00	0.00	0.00	0.00	0.00
联系方式	0.00	0.00	3.54	1.00	0.00	0.00	0.00	0.00
上乘	1.90	0.00	4.02	1.00	7.65	0.00	1.90	0.00
购试	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
拍打	0.95	0.00	3.84	0.39	3.66	0.00	0.37	0.00
把示	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
hello	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
之后	46.66	49.88	2.10	0.01	98.21	104.99	0.41	0.43
谈到	0.95	4.16	3.62	0.14	3.45	15.04	0.14	0.59
洪荒	0.95	0.00	3.62	0.38	3.45	0.00	0.36	0.00
大包	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
最优	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
县	0.00	0.00	3.84	1.00	0.00	0.00	0.00	0.00
干净利落	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
闲聊	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
HOU	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
０	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
撩人	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
款项	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
三宝	1.90	0.00	3.47	0.37	6.61	0.00	0.71	0.00
打不	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
树	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
缩	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
升降式	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
防盗	0.00	0.00	3.41	1.00	0.00	0.00	0.00	0.00
影迷	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
自动档	1.90	8.31	3.20	0.10	6.10	26.63	0.19	0.84
近光灯	0.95	0.00	3.62	0.38	3.45	0.00	0.36	0.00
耳	0.95	0.00	3.84	0.39	3.66	0.00	0.37	0.00
道别	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
苹果公司	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
永	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
感人	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
讶异	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
恶搞	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
表达	0.95	4.16	3.41	0.08	3.25	14.19	0.08	0.35
衰减	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
芙华	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
淘宝	1.90	0.00	3.84	0.62	7.31	0.00	1.19	0.00
xl	0.95	0.00	3.17	0.56	3.02	0.00	0.54	0.00
MONDEO	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
br	0.00	0.00	3.72	1.00	0.00	0.00	0.00	0.00
荡起	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
欢欢喜喜	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
志在	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
亚卡雷伊	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
modena	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
五环	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
另一侧	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
聊馆	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
直来直去	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
大修	0.00	8.31	3.62	0.63	0.00	30.08	0.00	5.24
起驾	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
中将	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
领航员	0.00	0.00	3.84	1.00	0.00	0.00	0.00	0.00
ACE	1.90	0.00	3.84	0.62	7.31	0.00	1.19	0.00
深蓝色	0.00	0.00	3.72	1.00	0.00	0.00	0.00	0.00
携给	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
向下	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
扭杆	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
漆面	4.76	12.47	3.28	0.23	15.60	40.85	1.09	2.85
上比	0.00	0.00	3.72	1.00	0.00	0.00	0.00	0.00
四脚朝天	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
浑浊	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
VT	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
使出	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
外面	4.76	8.31	3.17	0.05	15.10	26.36	0.23	0.40
安全带	3.81	4.16	3.28	0.01	12.48	13.62	0.03	0.03
懂得	2.86	4.16	3.54	0.09	10.11	14.71	0.25	0.36
护套	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
看图	1.90	0.00	3.72	0.48	7.07	0.00	0.92	0.00
辉	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
寄托	1.90	0.00	3.84	0.62	7.31	0.00	1.19	0.00
里贵	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
成都	4.76	0.00	2.53	0.54	12.05	0.00	2.58	0.00
马丁脸	1.90	0.00	3.84	0.62	7.31	0.00	1.19	0.00
高价	0.00	0.00	3.72	1.00	0.00	0.00	0.00	0.00
胡歌	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
斜体字	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
客户服务	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
精雕细琢	1.90	0.00	3.84	0.62	7.31	0.00	1.19	0.00
优质服务	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
控制技术	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
新起点	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
铁锅	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
那样	11.43	12.47	2.80	0.03	31.98	34.90	0.37	0.40
短程	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
不谋	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
天安门	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
卫视	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
车胎	0.00	0.00	3.84	1.00	0.00	0.00	0.00	0.00
我市	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
更加	117.12	29.10	2.05	0.31	240.64	59.78	35.98	8.94
淘汰	0.95	8.31	3.72	0.48	3.54	30.88	0.46	4.03
赣	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
定额	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
短途	3.81	4.16	3.47	0.16	13.22	14.43	0.61	0.67
高附加值	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
直播	0.00	0.00	3.41	1.00	0.00	0.00	0.00	0.00
登临	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
c200c180	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
园内	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
亲朋	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
时尚界	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
ubc	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
lj465	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
世界	20.95	0.00	2.58	0.41	53.98	0.00	8.60	0.00
混合型	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
投标	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
想入非非	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
漆爆漆	0.00	12.47	3.84	1.00	0.00	47.88	0.00	12.47
身姿	0.00	0.00	3.84	1.00	0.00	0.00	0.00	0.00
滤	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
民族	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
产量	3.81	0.00	3.47	0.54	13.22	0.00	2.06	0.00
褒扬	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
县市	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
一方面	7.62	0.00	3.24	0.58	24.67	0.00	4.40	0.00
喷射	2.86	0.00	3.62	0.56	10.34	0.00	1.61	0.00
云南	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
ra	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
回归	5.71	0.00	3.36	0.56	19.21	0.00	3.23	0.00
meb	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
爆菊	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
富康车	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
传递	11.43	0.00	3.14	0.75	35.89	0.00	8.57	0.00
大胆	7.62	0.00	3.20	0.58	24.40	0.00	4.40	0.00
年数	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
个人感觉	9.52	16.63	2.99	0.15	28.52	49.79	1.40	2.45
长鸣	0.00	8.31	4.32	1.00	0.00	35.89	0.00	8.31
拜金女	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
bfi	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
趋之若鹜	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
Link	1.90	0.00	4.02	1.00	7.65	0.00	1.90	0.00
实用功能	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
好用	2.86	0.00	3.72	0.70	10.61	0.00	2.00	0.00
索性	0.95	0.00	3.84	0.39	3.66	0.00	0.37	0.00
保守	0.00	4.16	3.72	0.49	0.00	15.44	0.00	2.05
风躁	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
排掉	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
双手	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
前边	0.00	4.16	4.02	0.71	0.00	16.69	0.00	2.94
到快	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
宝荃	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
中环	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
颇为	3.81	0.00	3.62	0.75	13.78	0.00	2.86	0.00
一旦	2.86	0.00	3.41	0.40	9.75	0.00	1.16	0.00
暴力	2.86	0.00	3.54	0.48	10.11	0.00	1.38	0.00
振动	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
农保	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
穷人	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
共舞	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
抛弃	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
晋城	0.00	0.00	3.72	1.00	0.00	0.00	0.00	0.00
头尾	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
去	94.27	187.04	1.76	0.02	166.21	329.79	1.55	3.08
温州	0.00	4.16	3.62	0.44	0.00	15.04	0.00	1.84
拉共达	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
大瓶	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
桑旅	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
g63amg	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
整体感	3.81	0.00	3.72	1.00	14.15	0.00	3.81	0.00
嘉隆	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
好险	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
z8	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
acura	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
情有独钟	2.86	0.00	3.72	0.70	10.61	0.00	2.00	0.00
熄车	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
